pageid,nodeid,userid,tag
771,238,60,1
771,239,10,1
771,239,18,1
771,239,25,1
771,239,26,1
771,239,28,1
771,239,29,1
771,239,36,1
771,239,38,1
771,239,46,1
771,239,59,1
771,239,60,1
771,240,10,1
771,240,18,1
771,240,25,1
771,240,26,1
771,240,28,1
771,240,29,1
771,240,36,1
771,240,38,1
771,240,46,1
771,240,59,1
771,240,60,1
771,241,10,1
771,241,18,1
771,241,25,1
771,241,26,1
771,241,28,1
771,241,29,1
771,241,36,1
771,241,38,1
771,241,46,1
771,241,59,1
771,241,60,1
771,242,10,1
771,242,18,1
771,242,25,1
771,242,26,1
771,242,28,1
771,242,29,1
771,242,36,1
771,242,38,1
771,242,46,1
771,242,59,1
771,242,60,1
771,243,10,1
771,243,18,1
771,243,25,1
771,243,26,1
771,243,28,1
771,243,29,1
771,243,36,1
771,243,38,1
771,243,46,1
771,243,59,1
771,243,60,1
771,244,10,1
771,244,18,1
771,244,25,1
771,244,26,1
771,244,28,1
771,244,29,1
771,244,36,1
771,244,38,1
771,244,46,1
771,244,59,1
771,244,60,1
771,245,10,1
771,245,18,1
771,245,25,1
771,245,26,1
771,245,28,1
771,245,29,1
771,245,36,1
771,245,38,1
771,245,46,1
771,245,59,1
771,245,60,1
771,246,10,1
771,246,18,1
771,246,25,1
771,246,26,1
771,246,28,1
771,246,29,1
771,246,36,1
771,246,38,1
771,246,46,1
771,246,59,1
771,246,60,1
771,247,10,1
771,247,18,1
771,247,25,1
771,247,26,1
771,247,28,1
771,247,29,1
771,247,36,1
771,247,38,1
771,247,46,1
771,247,59,1
771,247,60,1
771,248,10,1
771,248,18,1
771,248,25,1
771,248,26,1
771,248,28,1
771,248,29,1
771,248,36,1
771,248,38,1
771,248,46,1
771,248,59,1
771,248,60,1
771,249,10,1
771,249,18,1
771,249,25,1
771,249,26,1
771,249,28,1
771,249,29,1
771,249,36,1
771,249,38,1
771,249,46,1
771,249,59,1
771,249,60,1
771,250,10,1
771,250,18,1
771,250,25,1
771,250,26,1
771,250,28,1
771,250,29,1
771,250,36,1
771,250,38,1
771,250,46,1
771,250,59,1
771,250,60,1
771,251,10,1
771,251,18,1
771,251,25,1
771,251,26,1
771,251,28,1
771,251,29,1
771,251,36,1
771,251,38,1
771,251,46,1
771,251,59,1
771,251,60,1
771,252,10,1
771,252,18,1
771,252,25,1
771,252,26,1
771,252,28,1
771,252,29,1
771,252,36,1
771,252,38,1
771,252,46,1
771,252,59,1
771,252,60,1
771,253,10,1
771,253,18,1
771,253,25,1
771,253,26,1
771,253,28,1
771,253,29,1
771,253,36,1
771,253,38,1
771,253,46,1
771,253,59,1
771,253,60,1
771,254,10,1
771,254,18,1
771,254,25,1
771,254,26,1
771,254,28,1
771,254,29,1
771,254,36,1
771,254,38,1
771,254,46,1
771,254,59,1
771,254,60,1
771,255,10,1
771,255,18,1
771,255,25,1
771,255,26,1
771,255,28,1
771,255,29,1
771,255,36,1
771,255,38,1
771,255,46,1
771,255,59,1
771,255,60,1
771,256,10,1
771,256,18,1
771,256,25,1
771,256,26,1
771,256,28,1
771,256,29,1
771,256,36,1
771,256,38,1
771,256,46,1
771,256,59,1
771,256,60,1
771,257,10,1
771,257,18,2
771,257,25,2
771,257,26,2
771,257,28,2
771,257,29,2
771,257,36,1
771,257,38,1
771,257,46,2
771,257,59,1
771,257,60,2
771,258,10,1
771,258,18,1
771,258,25,1
771,258,26,1
771,258,28,1
771,258,29,1
771,258,36,1
771,258,38,1
771,258,46,1
771,258,59,1
771,258,60,1
771,259,10,1
771,259,18,1
771,259,25,1
771,259,26,1
771,259,28,1
771,259,29,1
771,259,36,1
771,259,38,1
771,259,46,2
771,259,59,1
771,259,60,1
771,260,10,1
771,260,18,1
771,260,25,1
771,260,26,1
771,260,28,1
771,260,29,1
771,260,36,1
771,260,38,1
771,260,46,1
771,260,59,1
771,260,60,1
771,261,10,1
771,261,18,1
771,261,25,1
771,261,26,1
771,261,28,1
771,261,29,1
771,261,36,1
771,261,38,1
771,261,46,2
771,261,59,1
771,261,60,1
771,262,10,1
771,262,18,1
771,262,25,1
771,262,26,1
771,262,28,1
771,262,29,1
771,262,36,1
771,262,38,1
771,262,46,1
771,262,59,1
771,262,60,1
771,263,10,1
771,263,18,1
771,263,25,1
771,263,26,1
771,263,28,1
771,263,29,1
771,263,36,1
771,263,38,1
771,263,46,1
771,263,59,1
771,263,60,1
771,264,10,1
771,264,18,1
771,264,25,1
771,264,26,1
771,264,28,1
771,264,29,1
771,264,36,1
771,264,38,1
771,264,46,1
771,264,59,1
771,264,60,1
771,265,10,1
771,265,18,1
771,265,25,1
771,265,26,1
771,265,28,1
771,265,29,1
771,265,36,1
771,265,38,1
771,265,46,2
771,265,59,1
771,265,60,1
771,266,10,1
771,266,18,1
771,266,25,1
771,266,26,1
771,266,28,1
771,266,29,1
771,266,36,1
771,266,38,1
771,266,46,1
771,266,59,1
771,266,60,1
771,267,10,1
771,267,18,1
771,267,25,1
771,267,26,1
771,267,28,1
771,267,29,1
771,267,36,1
771,267,38,1
771,267,46,2
771,267,59,1
771,267,60,1
771,268,10,1
771,268,18,1
771,268,25,1
771,268,26,1
771,268,28,1
771,268,29,1
771,268,36,1
771,268,38,1
771,268,46,1
771,268,59,1
771,268,60,1
771,269,10,1
771,269,18,1
771,269,25,1
771,269,26,1
771,269,28,1
771,269,29,1
771,269,36,1
771,269,38,1
771,269,46,2
771,269,59,1
771,269,60,1
771,270,10,1
771,270,18,1
771,270,25,1
771,270,26,1
771,270,28,1
771,270,29,1
771,270,36,1
771,270,38,1
771,270,46,1
771,270,59,1
771,270,60,1
771,271,10,1
771,271,18,1
771,271,25,1
771,271,26,1
771,271,28,1
771,271,29,1
771,271,36,1
771,271,38,1
771,271,46,2
771,271,59,1
771,271,60,1
771,272,10,1
771,272,18,1
771,272,25,1
771,272,26,1
771,272,28,1
771,272,29,1
771,272,36,1
771,272,38,1
771,272,46,1
771,272,59,1
771,272,60,1
771,273,10,1
771,273,18,1
771,273,25,1
771,273,26,1
771,273,28,1
771,273,29,1
771,273,36,1
771,273,38,1
771,273,46,2
771,273,59,1
771,273,60,1
771,274,10,1
771,274,18,1
771,274,25,1
771,274,26,1
771,274,28,1
771,274,29,1
771,274,36,1
771,274,38,1
771,274,46,1
771,274,59,1
771,274,60,1
771,275,10,1
771,275,18,1
771,275,25,1
771,275,26,1
771,275,28,1
771,275,29,1
771,275,36,1
771,275,38,1
771,275,46,1
771,275,59,1
771,275,60,1
771,276,10,1
771,276,18,1
771,276,25,1
771,276,26,1
771,276,28,1
771,276,29,1
771,276,36,1
771,276,38,1
771,276,46,1
771,276,59,1
771,276,60,1
771,277,10,1
771,277,18,1
771,277,25,1
771,277,26,1
771,277,28,1
771,277,29,1
771,277,36,1
771,277,38,1
771,277,46,2
771,277,59,1
771,277,60,1
771,278,10,1
771,278,18,1
771,278,25,1
771,278,26,1
771,278,28,1
771,278,29,1
771,278,36,1
771,278,38,1
771,278,46,1
771,278,59,1
771,278,60,1
771,279,10,1
771,279,18,1
771,279,25,1
771,279,26,1
771,279,28,1
771,279,29,1
771,279,36,1
771,279,38,1
771,279,46,2
771,279,59,1
771,279,60,1
771,280,10,1
771,280,18,1
771,280,25,1
771,280,26,1
771,280,28,1
771,280,29,1
771,280,36,1
771,280,38,1
771,280,46,1
771,280,59,1
771,280,60,1
771,281,10,1
771,281,18,1
771,281,25,1
771,281,26,1
771,281,28,1
771,281,29,1
771,281,36,1
771,281,38,1
771,281,46,2
771,281,59,1
771,281,60,1
771,282,10,1
771,282,18,1
771,282,25,1
771,282,26,1
771,282,28,1
771,282,29,1
771,282,36,1
771,282,38,1
771,282,46,1
771,282,59,1
771,282,60,1
771,283,10,1
771,283,18,1
771,283,25,1
771,283,26,1
771,283,28,1
771,283,29,1
771,283,36,1
771,283,38,1
771,283,46,2
771,283,59,1
771,283,60,1
771,284,10,1
771,284,18,1
771,284,25,1
771,284,26,1
771,284,28,1
771,284,29,1
771,284,36,1
771,284,38,1
771,284,46,1
771,284,59,1
771,284,60,1
771,285,10,1
771,285,18,1
771,285,25,1
771,285,26,1
771,285,28,1
771,285,29,1
771,285,36,1
771,285,38,1
771,285,46,2
771,285,59,1
771,285,60,1
771,286,10,1
771,286,18,1
771,286,25,1
771,286,26,1
771,286,28,1
771,286,29,1
771,286,36,1
771,286,38,1
771,286,46,1
771,286,59,1
771,286,60,1
771,287,10,2
771,287,18,2
771,287,25,2
771,287,26,3
771,287,28,1
771,287,29,1
771,287,36,1
771,287,38,1
771,287,46,2
771,287,59,2
771,287,60,2
771,288,10,1
771,288,18,1
771,288,25,1
771,288,26,1
771,288,28,1
771,288,29,1
771,288,36,1
771,288,38,1
771,288,46,1
771,288,59,1
771,288,60,1
771,289,10,1
771,289,18,1
771,289,25,1
771,289,26,1
771,289,28,1
771,289,29,1
771,289,36,1
771,289,38,1
771,289,46,1
771,289,59,1
771,289,60,1
771,290,10,1
771,290,18,1
771,290,25,1
771,290,26,1
771,290,28,1
771,290,29,1
771,290,36,1
771,290,38,1
771,290,46,1
771,290,59,1
771,290,60,1
771,291,10,1
771,291,18,1
771,291,25,1
771,291,26,1
771,291,28,1
771,291,29,1
771,291,36,1
771,291,38,1
771,291,46,1
771,291,59,1
771,291,60,1
771,292,10,1
771,292,18,1
771,292,25,1
771,292,26,1
771,292,28,1
771,292,29,1
771,292,36,1
771,292,38,1
771,292,46,1
771,292,59,1
771,292,60,1
771,293,10,3
771,293,18,1
771,293,25,3
771,293,26,3
771,293,28,3
771,293,29,3
771,293,36,3
771,293,38,3
771,293,46,2
771,293,59,2
771,293,60,3
771,294,10,3
771,294,18,1
771,294,25,3
771,294,26,3
771,294,28,3
771,294,29,3
771,294,36,3
771,294,38,3
771,294,46,2
771,294,59,2
771,294,60,3
771,295,10,3
771,295,18,1
771,295,25,3
771,295,26,3
771,295,28,3
771,295,29,3
771,295,36,3
771,295,38,3
771,295,46,2
771,295,59,2
771,295,60,3
771,296,10,3
771,296,18,1
771,296,25,3
771,296,26,3
771,296,28,3
771,296,29,3
771,296,36,3
771,296,38,3
771,296,46,2
771,296,59,2
771,296,60,3
771,297,10,3
771,297,18,1
771,297,25,3
771,297,26,3
771,297,28,3
771,297,29,3
771,297,36,3
771,297,38,3
771,297,46,2
771,297,59,2
771,297,60,3
771,298,10,3
771,298,18,1
771,298,25,3
771,298,26,3
771,298,28,3
771,298,29,3
771,298,36,3
771,298,38,3
771,298,46,2
771,298,59,2
771,298,60,3
771,299,10,3
771,299,18,1
771,299,25,3
771,299,26,3
771,299,28,3
771,299,29,3
771,299,36,3
771,299,38,3
771,299,46,2
771,299,59,2
771,299,60,3
771,300,10,3
771,300,18,1
771,300,25,3
771,300,26,3
771,300,28,3
771,300,29,3
771,300,36,3
771,300,38,3
771,300,46,2
771,300,59,2
771,300,60,3
771,301,10,3
771,301,18,1
771,301,25,3
771,301,26,3
771,301,28,3
771,301,29,3
771,301,36,3
771,301,38,3
771,301,46,2
771,301,59,2
771,301,60,3
771,302,10,3
771,302,18,1
771,302,25,3
771,302,26,3
771,302,28,3
771,302,29,3
771,302,36,3
771,302,38,3
771,302,46,2
771,302,59,2
771,302,60,3
771,303,10,3
771,303,18,1
771,303,25,3
771,303,26,3
771,303,28,3
771,303,29,3
771,303,36,3
771,303,38,3
771,303,46,2
771,303,59,2
771,303,60,3
771,304,10,3
771,304,18,1
771,304,25,3
771,304,26,3
771,304,28,3
771,304,29,3
771,304,36,3
771,304,38,3
771,304,46,2
771,304,59,2
771,304,60,3
771,305,10,3
771,305,18,1
771,305,25,3
771,305,26,3
771,305,28,3
771,305,29,3
771,305,36,3
771,305,38,3
771,305,46,2
771,305,59,2
771,305,60,3
771,306,10,3
771,306,18,1
771,306,25,3
771,306,26,3
771,306,28,3
771,306,29,3
771,306,36,3
771,306,38,3
771,306,46,2
771,306,59,2
771,306,60,3
771,307,10,3
771,307,18,1
771,307,25,3
771,307,26,3
771,307,28,3
771,307,29,3
771,307,36,3
771,307,38,3
771,307,46,2
771,307,59,2
771,307,60,3
771,308,10,3
771,308,18,1
771,308,25,3
771,308,26,3
771,308,28,3
771,308,29,3
771,308,36,3
771,308,38,3
771,308,46,2
771,308,59,2
771,308,60,3
771,309,10,3
771,309,18,1
771,309,25,3
771,309,26,3
771,309,28,3
771,309,29,3
771,309,36,3
771,309,38,3
771,309,46,2
771,309,59,2
771,309,60,3
771,310,10,3
771,310,18,1
771,310,25,3
771,310,26,3
771,310,28,3
771,310,29,3
771,310,36,3
771,310,38,3
771,310,46,2
771,310,59,2
771,310,60,3
771,311,10,3
771,311,18,1
771,311,25,3
771,311,26,3
771,311,28,3
771,311,29,3
771,311,36,3
771,311,38,3
771,311,46,2
771,311,59,2
771,311,60,3
771,312,10,3
771,312,18,1
771,312,25,3
771,312,26,3
771,312,28,3
771,312,29,3
771,312,36,3
771,312,38,3
771,312,46,2
771,312,59,2
771,312,60,3
771,313,10,3
771,313,18,1
771,313,25,3
771,313,26,3
771,313,28,3
771,313,29,3
771,313,36,3
771,313,38,3
771,313,46,2
771,313,59,2
771,313,60,3
771,314,10,3
771,314,18,1
771,314,25,3
771,314,26,3
771,314,28,3
771,314,29,3
771,314,36,3
771,314,38,3
771,314,46,2
771,314,59,2
771,314,60,3
771,315,10,3
771,315,18,1
771,315,25,3
771,315,26,3
771,315,28,3
771,315,29,3
771,315,36,3
771,315,38,3
771,315,46,2
771,315,59,2
771,315,60,3
771,316,10,3
771,316,18,1
771,316,25,3
771,316,26,3
771,316,28,3
771,316,29,3
771,316,36,3
771,316,38,3
771,316,46,2
771,316,59,2
771,316,60,3
771,317,10,3
771,317,18,1
771,317,25,3
771,317,26,3
771,317,28,3
771,317,29,3
771,317,36,3
771,317,38,3
771,317,46,2
771,317,59,2
771,317,60,3
771,318,10,3
771,318,18,1
771,318,25,3
771,318,26,3
771,318,28,3
771,318,29,3
771,318,36,3
771,318,38,3
771,318,46,2
771,318,59,2
771,318,60,3
771,319,10,3
771,319,18,1
771,319,25,3
771,319,26,3
771,319,28,3
771,319,29,3
771,319,36,3
771,319,38,3
771,319,46,2
771,319,59,2
771,319,60,3
771,320,10,3
771,320,18,1
771,320,25,3
771,320,26,3
771,320,28,3
771,320,29,3
771,320,36,3
771,320,38,3
771,320,46,2
771,320,59,2
771,320,60,3
771,321,10,3
771,321,18,1
771,321,25,3
771,321,26,3
771,321,28,3
771,321,29,3
771,321,36,3
771,321,38,3
771,321,46,2
771,321,59,2
771,321,60,3
771,322,10,3
771,322,18,1
771,322,25,3
771,322,26,3
771,322,28,3
771,322,29,3
771,322,36,3
771,322,38,3
771,322,46,2
771,322,59,2
771,322,60,3
771,323,10,3
771,323,18,1
771,323,25,3
771,323,26,3
771,323,28,3
771,323,29,1
771,323,36,3
771,323,38,3
771,323,46,1
771,323,59,2
771,323,60,1
771,324,10,3
771,324,18,1
771,324,25,3
771,324,26,3
771,324,28,3
771,324,29,3
771,324,36,3
771,324,38,3
771,324,46,2
771,324,59,2
771,324,60,3
771,325,10,3
771,325,18,1
771,325,25,3
771,325,26,3
771,325,28,3
771,325,29,3
771,325,36,3
771,325,38,3
771,325,46,2
771,325,59,2
771,325,60,3
771,326,10,3
771,326,18,1
771,326,25,3
771,326,26,3
771,326,28,3
771,326,29,3
771,326,36,3
771,326,38,3
771,326,46,2
771,326,59,2
771,326,60,3
771,327,10,3
771,327,18,1
771,327,25,3
771,327,26,3
771,327,28,3
771,327,29,3
771,327,36,3
771,327,38,3
771,327,46,2
771,327,59,2
771,327,60,3
771,328,10,3
771,328,18,1
771,328,25,3
771,328,26,3
771,328,28,3
771,328,29,3
771,328,36,3
771,328,38,3
771,328,46,2
771,328,59,2
771,328,60,3
771,329,10,3
771,329,18,1
771,329,25,3
771,329,26,3
771,329,28,3
771,329,29,3
771,329,36,3
771,329,38,3
771,329,46,2
771,329,59,2
771,329,60,3
771,330,10,3
771,330,18,1
771,330,25,3
771,330,26,3
771,330,28,3
771,330,29,3
771,330,36,3
771,330,38,3
771,330,46,2
771,330,59,2
771,330,60,3
771,331,10,3
771,331,18,1
771,331,25,3
771,331,26,3
771,331,28,3
771,331,29,3
771,331,36,3
771,331,38,3
771,331,46,2
771,331,59,2
771,331,60,3
771,332,10,3
771,332,18,1
771,332,25,3
771,332,26,3
771,332,28,3
771,332,29,3
771,332,36,3
771,332,38,3
771,332,46,2
771,332,59,2
771,332,60,3
771,333,10,3
771,333,18,1
771,333,25,3
771,333,26,3
771,333,28,3
771,333,29,3
771,333,36,3
771,333,38,3
771,333,46,2
771,333,59,2
771,333,60,3
771,334,10,3
771,334,18,1
771,334,25,1
771,334,26,3
771,334,28,3
771,334,29,1
771,334,36,3
771,334,38,1
771,334,46,1
771,334,59,2
771,334,60,1
771,335,10,3
771,335,18,1
771,335,25,1
771,335,26,3
771,335,28,3
771,335,29,1
771,335,36,3
771,335,38,1
771,335,46,1
771,335,59,2
771,335,60,1
771,336,10,3
771,336,18,1
771,336,25,1
771,336,26,3
771,336,28,3
771,336,29,1
771,336,36,3
771,336,38,1
771,336,46,1
771,336,59,2
771,336,60,1
771,337,10,3
771,337,18,1
771,337,25,1
771,337,26,3
771,337,28,3
771,337,29,1
771,337,36,3
771,337,38,1
771,337,46,1
771,337,59,2
771,337,60,1
771,338,10,1
771,338,18,1
771,338,25,1
771,338,26,1
771,338,28,1
771,338,29,1
771,338,36,1
771,338,38,1
771,338,46,1
771,338,59,1
771,338,60,1
771,339,10,1
771,339,18,1
771,339,25,1
771,339,26,1
771,339,28,1
771,339,29,1
771,339,36,1
771,339,38,1
771,339,46,1
771,339,59,1
771,339,60,1
771,340,10,1
771,340,18,1
771,340,25,1
771,340,26,1
771,340,28,1
771,340,29,1
771,340,36,1
771,340,38,1
771,340,46,1
771,340,59,1
771,340,60,1
771,341,10,1
771,341,18,1
771,341,25,1
771,341,26,1
771,341,28,1
771,341,29,1
771,341,36,1
771,341,38,1
771,341,46,1
771,341,59,1
771,341,60,1
771,342,10,1
771,342,18,1
771,342,25,1
771,342,26,1
771,342,28,1
771,342,29,1
771,342,36,1
771,342,38,1
771,342,46,1
771,342,59,1
771,342,60,1
771,343,10,1
771,343,18,1
771,343,25,1
771,343,26,1
771,343,28,1
771,343,29,1
771,343,36,1
771,343,38,1
771,343,46,1
771,343,59,1
771,343,60,1
771,344,10,1
771,344,18,1
771,344,25,1
771,344,26,1
771,344,28,1
771,344,29,1
771,344,36,1
771,344,38,1
771,344,46,1
771,344,59,1
771,344,60,1
771,345,10,1
771,345,18,1
771,345,25,1
771,345,26,1
771,345,28,1
771,345,29,1
771,345,36,1
771,345,38,1
771,345,46,1
771,345,59,1
771,345,60,1
771,346,10,1
771,346,18,1
771,346,25,1
771,346,26,1
771,346,28,1
771,346,29,1
771,346,36,1
771,346,38,1
771,346,46,1
771,346,59,1
771,346,60,1
771,347,10,1
771,347,18,1
771,347,25,1
771,347,26,1
771,347,28,1
771,347,29,1
771,347,36,1
771,347,38,1
771,347,46,1
771,347,59,1
771,347,60,1
771,348,10,1
771,348,18,1
771,348,25,1
771,348,26,1
771,348,28,1
771,348,29,1
771,348,36,1
771,348,38,1
771,348,46,1
771,348,59,1
771,348,60,1
771,349,10,1
771,349,18,1
771,349,25,1
771,349,26,1
771,349,28,1
771,349,29,1
771,349,36,1
771,349,38,1
771,349,46,1
771,349,59,1
771,349,60,1
895,1,26,2
895,1,28,2
895,1,39,2
895,1,49,2
895,1,51,2
895,1,58,2
895,1,77,2
895,2,26,1
895,2,28,1
895,2,39,1
895,2,49,1
895,2,51,1
895,2,58,1
895,2,77,1
895,3,26,1
895,3,28,1
895,3,39,1
895,3,49,1
895,3,51,1
895,3,58,1
895,3,77,1
895,4,26,1
895,4,28,1
895,4,39,1
895,4,49,1
895,4,51,1
895,4,58,1
895,4,77,1
895,5,26,1
895,5,28,1
895,5,39,1
895,5,49,1
895,5,51,1
895,5,58,1
895,5,77,1
895,6,26,1
895,6,28,1
895,6,39,1
895,6,49,1
895,6,51,1
895,6,58,1
895,6,77,1
895,7,26,1
895,7,28,1
895,7,39,1
895,7,49,1
895,7,51,1
895,7,58,1
895,7,77,1
895,8,26,1
895,8,28,1
895,8,39,1
895,8,49,1
895,8,51,1
895,8,58,1
895,8,77,1
895,9,26,1
895,9,28,1
895,9,39,1
895,9,49,1
895,9,51,1
895,9,58,1
895,9,77,1
895,10,26,1
895,10,28,1
895,10,39,1
895,10,49,1
895,10,51,1
895,10,58,1
895,10,77,1
895,11,26,1
895,11,28,1
895,11,39,1
895,11,49,1
895,11,51,1
895,11,58,1
895,11,77,1
895,12,26,1
895,12,28,1
895,12,39,1
895,12,49,1
895,12,51,1
895,12,58,1
895,12,77,1
895,13,26,1
895,13,28,1
895,13,39,1
895,13,49,1
895,13,51,1
895,13,58,1
895,13,77,1
895,14,26,1
895,14,28,1
895,14,39,1
895,14,49,1
895,14,51,1
895,14,58,1
895,14,77,1
895,15,26,1
895,15,28,1
895,15,39,1
895,15,49,1
895,15,51,1
895,15,58,1
895,15,77,1
895,16,26,1
895,16,28,1
895,16,39,1
895,16,49,1
895,16,51,1
895,16,58,1
895,16,77,1
895,17,26,1
895,17,28,1
895,17,39,1
895,17,49,1
895,17,51,1
895,17,58,1
895,17,77,1
895,18,26,1
895,18,28,1
895,18,39,1
895,18,49,1
895,18,51,1
895,18,58,1
895,18,77,1
895,19,26,1
895,19,28,1
895,19,39,1
895,19,49,1
895,19,51,1
895,19,58,1
895,19,77,1
895,20,26,1
895,20,28,1
895,20,39,1
895,20,49,1
895,20,51,1
895,20,58,1
895,20,77,1
895,21,26,1
895,21,28,1
895,21,39,1
895,21,49,1
895,21,51,1
895,21,58,1
895,21,77,1
895,22,26,1
895,22,28,1
895,22,39,1
895,22,49,1
895,22,51,1
895,22,58,1
895,22,77,1
895,23,26,1
895,23,28,1
895,23,39,1
895,23,49,1
895,23,51,1
895,23,58,1
895,23,77,1
895,24,26,1
895,24,28,1
895,24,39,1
895,24,49,1
895,24,51,1
895,24,58,1
895,24,77,1
895,25,26,1
895,25,28,1
895,25,39,1
895,25,49,1
895,25,51,1
895,25,58,1
895,25,77,1
895,26,26,1
895,26,28,1
895,26,39,1
895,26,49,1
895,26,51,1
895,26,58,1
895,26,77,1
895,27,26,1
895,27,28,1
895,27,39,1
895,27,49,1
895,27,51,1
895,27,58,1
895,27,77,1
895,28,26,1
895,28,28,1
895,28,39,1
895,28,49,1
895,28,51,1
895,28,58,1
895,28,77,1
895,29,26,1
895,29,28,1
895,29,39,1
895,29,49,1
895,29,51,1
895,29,58,1
895,29,77,1
895,30,26,1
895,30,28,1
895,30,39,1
895,30,49,1
895,30,51,1
895,30,58,1
895,30,77,1
895,31,26,1
895,31,28,1
895,31,39,1
895,31,49,1
895,31,51,1
895,31,58,1
895,31,77,1
895,32,26,1
895,32,28,1
895,32,39,1
895,32,49,1
895,32,51,1
895,32,58,1
895,32,77,1
895,33,26,1
895,33,28,1
895,33,39,1
895,33,49,1
895,33,51,1
895,33,58,1
895,33,77,1
895,34,26,1
895,34,28,1
895,34,39,1
895,34,49,1
895,34,51,1
895,34,58,1
895,34,77,1
895,35,26,1
895,35,28,1
895,35,39,2
895,35,49,1
895,35,51,1
895,35,58,1
895,35,77,1
895,36,26,2
895,36,28,2
895,36,39,2
895,36,49,2
895,36,51,1
895,36,58,3
895,36,77,1
895,37,26,2
895,37,28,2
895,37,39,3
895,37,49,2
895,37,51,2
895,37,58,2
895,37,77,2
895,38,26,3
895,38,28,3
895,38,39,3
895,38,49,3
895,38,51,2
895,38,58,3
895,38,77,3
895,39,26,1
895,39,28,1
895,39,39,1
895,39,49,1
895,39,51,1
895,39,58,1
895,39,77,1
895,40,26,1
895,40,28,1
895,40,39,1
895,40,49,1
895,40,51,1
895,40,58,1
895,40,77,1
895,41,26,1
895,41,28,1
895,41,39,1
895,41,49,1
895,41,51,1
895,41,58,1
895,41,77,1
895,42,26,3
895,42,28,3
895,42,39,3
895,42,49,3
895,42,51,3
895,42,58,3
895,42,77,3
895,43,26,3
895,43,28,3
895,43,39,3
895,43,49,3
895,43,51,3
895,43,58,3
895,43,77,3
895,44,26,2
895,44,28,3
895,44,39,2
895,44,49,2
895,44,51,2
895,44,58,2
895,44,77,2
895,45,26,3
895,45,28,3
895,45,39,3
895,45,49,3
895,45,51,3
895,45,58,3
895,45,77,3
895,46,26,3
895,46,28,3
895,46,39,3
895,46,49,3
895,46,51,3
895,46,58,3
895,46,77,3
895,47,26,3
895,47,28,3
895,47,39,3
895,47,49,3
895,47,51,3
895,47,58,3
895,47,77,3
895,48,26,3
895,48,28,3
895,48,39,3
895,48,49,3
895,48,51,3
895,48,58,3
895,48,77,3
895,49,26,3
895,49,28,3
895,49,39,3
895,49,49,3
895,49,51,3
895,49,58,3
895,49,77,3
895,50,26,3
895,50,28,3
895,50,39,3
895,50,49,3
895,50,51,3
895,50,58,3
895,50,77,3
895,51,26,3
895,51,28,3
895,51,39,3
895,51,49,3
895,51,51,3
895,51,58,3
895,51,77,3
895,52,26,2
895,52,28,2
895,52,39,2
895,52,49,2
895,52,51,2
895,52,58,2
895,52,77,2
895,53,26,3
895,53,28,3
895,53,39,3
895,53,49,3
895,53,51,3
895,53,58,3
895,53,77,3
895,54,26,3
895,54,28,3
895,54,39,3
895,54,49,3
895,54,51,3
895,54,58,3
895,54,77,3
895,55,26,3
895,55,28,3
895,55,39,3
895,55,49,3
895,55,51,3
895,55,58,3
895,55,77,3
895,56,26,3
895,56,28,3
895,56,39,3
895,56,49,3
895,56,51,3
895,56,58,3
895,56,77,2
895,57,26,3
895,57,28,3
895,57,39,3
895,57,49,3
895,57,51,3
895,57,58,3
895,57,77,3
895,58,26,3
895,58,28,3
895,58,39,3
895,58,49,3
895,58,51,3
895,58,58,3
895,58,77,3
895,59,26,3
895,59,28,3
895,59,39,3
895,59,49,3
895,59,51,3
895,59,58,3
895,59,77,3
895,60,26,2
895,60,28,2
895,60,39,2
895,60,49,2
895,60,51,2
895,60,58,2
895,60,77,2
895,61,26,3
895,61,28,3
895,61,39,3
895,61,49,3
895,61,51,3
895,61,58,3
895,61,77,3
895,62,26,3
895,62,28,3
895,62,39,3
895,62,49,3
895,62,51,3
895,62,58,3
895,62,77,3
895,63,26,2
895,63,28,2
895,63,39,2
895,63,49,2
895,63,51,2
895,63,58,2
895,63,77,2
895,64,26,3
895,64,28,3
895,64,39,3
895,64,49,3
895,64,51,3
895,64,58,3
895,64,77,3
895,65,26,3
895,65,28,3
895,65,39,3
895,65,49,3
895,65,51,3
895,65,58,3
895,65,77,2
895,66,26,3
895,66,28,3
895,66,39,3
895,66,49,3
895,66,51,3
895,66,58,3
895,66,77,3
895,67,26,3
895,67,28,3
895,67,39,3
895,67,49,3
895,67,51,3
895,67,58,3
895,67,77,3
895,68,26,3
895,68,28,3
895,68,39,3
895,68,49,3
895,68,51,3
895,68,58,3
895,68,77,3
895,69,26,3
895,69,28,3
895,69,39,3
895,69,49,3
895,69,51,3
895,69,58,3
895,69,77,3
895,70,26,2
895,70,28,3
895,70,39,3
895,70,49,3
895,70,51,2
895,70,58,3
895,70,77,3
895,71,26,2
895,71,28,3
895,71,39,3
895,71,49,3
895,71,51,2
895,71,58,3
895,71,77,3
895,72,26,2
895,72,28,3
895,72,39,1
895,72,49,3
895,72,51,2
895,72,58,3
895,72,77,2
895,73,26,1
895,73,28,3
895,73,39,3
895,73,49,3
895,73,51,1
895,73,58,3
895,73,77,1
895,74,26,2
895,74,28,3
895,74,39,1
895,74,49,1
895,74,51,2
895,74,58,1
895,74,77,2
895,75,26,2
895,75,28,3
895,75,39,1
895,75,49,1
895,75,51,2
895,75,58,1
895,75,77,2
895,76,26,2
